distributor;customer_code;customer_name;fss_code;fss_name;fss_type;sales_executive;fresh_dry;rsm
DIRECT;2000164522;PT. SURI TANI PEMUKA;COMBINE JABAR 2;Rahmat Kamil;COMBINED;No Salesman;Dry;Muhammad Haeruddin
DIRECT;2000164522;PT. SURI TANI PEMUKA;COMBINE JABAR 2;Rahmat Kamil;COMBINED;No Salesman;FRESH;Muhammad Haeruddin
DIRECT;2000164685;INDOMARET DEPO PERISHABLE PURWOKERTO;TEGAL PEKALONGAN + PEMALANG + BATANG + PURWOKERTO;Samuel Rio Budiono;COMBINED;No Salesman;FRESH;Muhammad Hardeo Awang
DIRECT;2000164716;FRESH FACTORY TANGSEL PAMULANG UHT;B2C JABO 2;Gandhi Sandrya;B2C;No Salesman;DRY;Muhammad Haeruddin
DIRECT;2000164719;FRESH FACTORY BEKASI UHT;B2C JABO 1;Rahmat Supriyatna;B2C;No Salesman;DRY;Muhammad Haeruddin
DIRECT;2000164721;FRESH FACTORY BOGOR UHT;COMBINE JABAR 1;Hardian Pramana;COMBINED;No Salesman;DRY;Muhammad Haeruddin
DIRECT;2000164723;FRESH FACTORY DEPOK UHT;COMBINE JABAR 1;Hardian Pramana;COMBINED;No Salesman;DRY;Muhammad Haeruddin
DIRECT;2000164725;FRESH FACTORY JAKARTA BARAT UHT;B2C JABO 4;Irwan Affandi;B2C;No Salesman;DRY;Muhammad Haeruddin
DIRECT;2000164727;FRESH FACTORY JAKARTA PUSAT UHT;B2C JABO 4;Irwan Affandi;B2C;No Salesman;DRY;Muhammad Haeruddin
DIRECT;2000164729;FRESH FACTORY JAKARTA SELATAN UHT;B2C JABO 2;Gandhi Sandrya;B2C;No Salesman;DRY;Muhammad Haeruddin
DIRECT;2000164731;FRESH FACTORY JAKARTA TIMUR UHT;B2C JABO 1;Rahmat Supriyatna;B2C;No Salesman;DRY;Muhammad Haeruddin
DIRECT;2000164733;FRESH FACTORY JAKARTA UTARA UHT;B2C JABO 4;Irwan Affandi;B2C;No Salesman;DRY;Muhammad Haeruddin
DIRECT;2000164735;FRESH FACTORY TANGERANG BITUNG UHT;B2C JABO 3;Vacant JABO 3;B2C;No Salesman;DRY;Muhammad Haeruddin
DIRECT;2000164736;FRESH FACTORY TANGERANG BSD UHT;B2C JABO 3;Vacant JABO 3;B2C;No Salesman;DRY;Muhammad Haeruddin
DIRECT;2000164802;LAZADA WAREHOUSE SURABAYA;SURABAYA B2C;Nurul Hidayah;B2C;No Salesman;DRY;Muhammad Hardeo Awang
DIRECT;2200000425;ALFA MIDI - DC SURABAYA;SURABAYA B2C;Nurul Hidayah;B2C;No Salesman;Fresh;Muhammad Hardeo Awang
DIRECT;2200000425;ALFA MIDI - DC SURABAYA;SURABAYA B2C;Nurul Hidayah;B2C;No Salesman;Dry;Muhammad Hardeo Awang
DIRECT;2200001592;MOKKO FACTORY SBY;SURABAYA B2B;Dwi Hendrianto;B2B;No Salesman;Dry;Muhammad Hardeo Awang
DIRECT;2200002074;LAZADA WAREHOUSE;COMBINE JABAR 1;Hardian Pramana;COMBINED;No Salesman;Dry;Muhammad Haeruddin
DIRECT;2000104498;HPM CITY MALL;B2C JABO 1;Rahmat Supriyatna;B2C;No Salesman;FRESH;Muhammad Haeruddin
DIRECT;2000156666;JAPFA FOOD HUB BOGOR;COMBINE JABAR 1;Hardian Pramana;COMBINED;No Salesman;FRESH;Muhammad Haeruddin
DIRECT;2000164429;WH ASTRO SENTUL;COMBINE JABAR 1;Hardian Pramana;COMBINED;No Salesman;DRY;Muhammad Haeruddin
DIRECT;2000164785;INDOGROSIR BANDAR LAMPUNG;LAMPUNG;Heru Subagja;COMBINED;No Salesman;DRY;Yudi Setiawan
DIRECT;2000164787;INDOMARET PEKANBARU;PEKANBARU B2C;Yeni Rachmawati;B2C;No Salesman;DRY;Yudi Setiawan
DIRECT;2000164789;DC ALFAMART PALEMBANG;PALEMBANG B2C + BENGKULU;Dwi Santoso;B2C;No Salesman;DRY;Yudi Setiawan
DIRECT;2000164790;DC ALFAMART LAMPUNG;LAMPUNG;Heru Subagja;COMBINED;No Salesman;DRY;Yudi Setiawan
DIRECT;2000164792;DC ALFAMART JAMBI;JAMBI;Juli Susilo;COMBINED;No Salesman;DRY;Yudi Setiawan
DIRECT;2000164885;INDOMARET BANDAR LAMPUNG UHT;LAMPUNG;Heru Subagja;COMBINED;No Salesman;DRY;Yudi Setiawan
DIRECT;2000164886;INDOMARET DEPO PALEMBANG UHT;PALEMBANG B2C + BENGKULU;Dwi Santoso;B2C;No Salesman;DRY;Yudi Setiawan
DIRECT;2000164926;INDOMARET DC PALEMBANG UHT;PALEMBANG B2C + BENGKULU;Dwi Santoso;B2C;No Salesman;DRY;Yudi Setiawan
DIRECT;2000165003;FAMILY MART DC CIBITUNG UHT;B2C JABO 1;Rahmat Supriyatna;B2C;No Salesman;DRY;Muhammad Haeruddin
DIRECT;2000165007;DC FMI SURABAYA UHT;SURABAYA B2C;Nurul Hidayah;B2C;No Salesman;DRY;Muhammad Hardeo Awang
DIRECT;2000164783;INDOGROSIR PEKANBARU;PEKANBARU B2C;Yeni Rachmawati;B2C;No Salesman;DRY;Yudi Setiawan
DIRECT;2000164786;INDOGROSIR JAMBI;JAMBI;Juli Susilo;COMBINED;No Salesman;DRY;Yudi Setiawan
DIRECT;2000164788;DC ALFAMART PEKANBARU;PEKANBARU B2C;Yeni Rachmawati;B2C;No Salesman;DRY;Yudi Setiawan
DIRECT;2000164791;DC ALFAMART KOTABUMI;LAMPUNG;Heru Subagja;COMBINED;No Salesman;DRY;Yudi Setiawan
DIRECT;2000080516;DC ALFAMART BOGOR;COMBINE JABAR 1;Hardian Pramana;COMBINED;No Salesman;FRESH;Muhammad Haeruddin
DIRECT;2000154110;JAPFA FOOD TEBET;B2C JABO 2;Gandhi Sandrya;B2C;No Salesman;FRESH;Muhammad Haeruddin
DIRECT;2000154112;JAPFA FOOD GADING SERPONG;B2C JABO 3;Vacant JABO 3;B2C;No Salesman;FRESH;Muhammad Haeruddin
DIRECT;2000155359;JAPFA FOOD DEPOK;COMBINE JABAR 1;Hardian Pramana;COMBINED;No Salesman;FRESH;Muhammad Haeruddin
DIRECT;2000161029;PT. MODEREN PRIMA SARANA;B2C JABO 4;Irwan Affandi;B2C;No Salesman;Dry;Muhammad Haeruddin
DIRECT;2000164784;INDOGROSIR PALEMBANG;PALEMBANG B2C + BENGKULU;Dwi Santoso;B2C;No Salesman;DRY;Yudi Setiawan
DIRECT;2000001401;Matahari Ekalokasari Bogor;B2C JABO 2;Gandhi Sandrya;B2C;No Salesman;FRESH;Muhammad Haeruddin
DIRECT;2000158874;DC RAMAYANA PULOGADUNG;B2C JABO 1;Rahmat Supriyatna;B2C;No Salesman;Dry;Muhammad Haeruddin
DIRECT;2000165609;FRESH FACTORY MEDAN;MEDAN B2C;Muhammad Azmi Al Zuhri;B2C;No Salesman;Dry;Yudi Setiawan
DIRECT;2000165512;WH KLIK INDOMARET BANDAR LAMPUNG;LAMPUNG;Heru Subagja;COMBINED;No Salesman;DRY;Yudi Setiawan
DIRECT;2000165610;FRESH FACTORY BALI;BALI B2C Dry + Kupang;I Made Ogi Trisna Wardana;B2C;No Salesman;Dry;Arif Permadi
DIRECT;2000165687;LION SUPERINDO DC BAWEN;SEMARANG;Desti Yanuwanti;COMBINED;No Salesman;FRESH;Muhammad Hardeo Awang
DIRECT;2000165686;LION SUPERINDO DC MOJOKERTO;SURABAYA B2C;Nurul Hidayah;B2C;No Salesman;FRESH;Muhammad Hardeo Awang
DIRECT;2000165687;LION SUPERINDO DC BAWEN;SEMARANG;Desti Yanuwanti;COMBINED;No Salesman;Dry;Muhammad Hardeo Awang
DIRECT;2000165686;LION SUPERINDO DC MOJOKERTO;SURABAYA B2C;Nurul Hidayah;B2C;No Salesman;Dry;Muhammad Hardeo Awang
DIRECT;2000143391;HYPERMART DC PORONG SURABAYA;SURABAYA B2C;Nurul Hidayah;B2C;No Salesman;Dry;Muhammad Hardeo Awang
DIRECT;2000143391;HYPERMART DC PORONG SURABAYA;SURABAYA B2C;Nurul Hidayah;B2C;No Salesman;FRESH;Muhammad Hardeo Awang
DIRECT;2000165608;FRESH FACTORY SOLO;SOLO;Pradana Satriya Kurniawan Ramdani;COMBINED;No Salesman;Dry;Muhammad Hardeo Awang
DIRECT;2000157794;KE SINTANG COFFEE BANDARA SOETA;B2B JABO 1;Maulana Yusuf;B2B;No Salesman;FRESH;Muhammad Haeruddin
DIRECT;2000157794;KE SINTANG COFFEE BANDARA SOETA;B2B JABO 1;Maulana Yusuf;B2B;No Salesman;Dry;Muhammad Haeruddin
DIRECT;2000165608;FRESH FACTORY SOLO;SOLO;Pradana Satriya Kurniawan Ramdani;COMBINED;No Salesman;Fresh;Muhammad Hardeo Awang
DIRECT;2000165610;FRESH FACTORY BALI;BALI B2C Fresh + Bajo;Gede Andika Saputera;B2C;No Salesman;Fresh;Arif Permadi
DIRECT;2000165609;FRESH FACTORY MEDAN;MEDAN B2C;Muhammad Azmi Al Zuhri;B2C;No Salesman;Fresh;Yudi Setiawan
DIRECT;2000133263;LION DC CIKARANG (UHT);B2C JABO 1;Rahmat Supriyatna;B2C;No Salesman;Dry;Muhammad Haeruddin
